Fecha;Hora;Sistema;ETD;Detector;0-50 (km/h);50-80 (km/h);80-120 (km/h);120-255 (km/h);Velocidad media (km/h);0-6 (m);6-999 (m);Vehículos totales;
2025-10-13;01:00:00 - 01:30:00;A-15;[A-15] 69-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 167,000, A-15 pk 169,300;Rápido SAN SEBASTIÁN;0;0;3;3;120;6;0;6;
2025-10-13;01:00:00 - 01:30:00;A-15;[A-15] 69-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 167,000, A-15 pk 169,300;Lento ANDOAIN;0;13;30;2;91,67;9;36;45;
2025-10-13;01:00:00 - 01:30:00;A-15;[A-15] 69-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 167,000, A-15 pk 169,300;Rápido ANDOAIN;0;0;3;0;100;3;0;3;
2025-10-13;01:00:00 - 01:30:00;A-15;[A-15] 69-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 167,000, A-15 pk 169,300;Central ANDOAIN;0;3;26;5;102,79;29;5;34;
2025-10-13;01:00:00 - 01:30:00;GI-2132;[GI-2132] 93-ETD ASTIGARRAGA-ERRENTERIA, GI-2132 pk 10,100, GI-2132 pk 15,200;Lento ASTIGARRAGA;0;2;1;0;76,67;3;0;3;
2025-10-13;01:00:00 - 01:30:00;GI-2132;[GI-2132] 93-ETD ASTIGARRAGA-ERRENTERIA, GI-2132 pk 10,100, GI-2132 pk 15,200;Lento ERRENTERIA;0;2;0;0;65;2;0;2;
2025-10-13;01:00:00 - 01:30:00;A-15;[A-15] 259-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 164,300, A-15 pk 166,100;Lento ANDOAIN;0;3;0;0;65;2;1;3;
2025-10-13;01:00:00 - 01:30:00;A-15;[A-15] 259-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 164,300, A-15 pk 166,100;Central ANDOAIN;0;0;54;14;108,24;27;41;68;
2025-10-13;01:00:00 - 01:30:00;A-15;[A-15] 259-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 164,300, A-15 pk 166,100;Central SAN SEBASTIÁN;0;6;40;3;98,16;22;27;49;
2025-10-13;01:00:00 - 01:30:00;A-15;[A-15] 259-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 164,300, A-15 pk 166,100;Rápido SAN SEBASTIÁN;0;0;2;3;124;5;0;5;
2025-10-13;01:00:00 - 01:30:00;A-15;[A-15] 259-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 164,300, A-15 pk 166,100;Rápido ANDOAIN;0;0;1;3;130;4;0;4;
2025-10-13;01:00:00 - 01:30:00;A-15;[A-15] 259-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 164,300, A-15 pk 166,100;Lento SAN SEBASTIÁN;0;2;9;1;97,5;12;0;12;
2025-10-13;01:00:00 - 01:30:00;GI-2632;[GI-2632] 9159-ETD BEASAIN-BIZKAIA, GI-2632 pk 14,100, GI-2632 pk 17,200;Lento BEASAIN;1;0;0;0;25;1;0;1;
2025-10-13;01:00:00 - 01:30:00;GI-2632;[GI-2632] 9159-ETD BEASAIN-BIZKAIA, GI-2632 pk 14,100, GI-2632 pk 17,200;Lento BIZKAIA;0;0;0;0;0,0;0;0;0;
2025-10-13;01:00:00 - 01:30:00;GI-631;[GI-631] 158-ETD ZUMARRAGA-ZUMAIA, GI-631 pk 13,500, GI-631 pk 19,000;Lento ZUMARRAGA;3;11;0;0;56,43;12;2;14;
2025-10-13;01:00:00 - 01:30:00;GI-631;[GI-631] 158-ETD ZUMARRAGA-ZUMAIA, GI-631 pk 13,500, GI-631 pk 19,000;Lento ZUMAIA;4;9;0;0;52,69;11;2;13;
2025-10-13;01:00:00 - 01:30:00;GI-20;[GI-20] 277-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 2,400, GI-20 pk 5,000;Central ERRENTERIA,AP-8;0;4;31;1;97,22;31;5;36;
2025-10-13;01:00:00 - 01:30:00;GI-20;[GI-20] 277-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 2,400, GI-20 pk 5,000;Lento ERRENTERIA,AP-8;1;12;6;0;73,95;16;3;19;
2025-10-13;01:00:00 - 01:30:00;GI-20;[GI-20] 277-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 2,400, GI-20 pk 5,000;Rápido USURBIL, AP-8;0;0;2;2;120;4;0;4;
2025-10-13;01:00:00 - 01:30:00;GI-20;[GI-20] 277-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 2,400, GI-20 pk 5,000;Central USURBIL, AP-8;0;10;34;0;92,05;39;5;44;
2025-10-13;01:00:00 - 01:30:00;GI-20;[GI-20] 277-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 2,400, GI-20 pk 5,000;Lento USURBIL, AP-8;2;18;6;0;70;26;0;26;
2025-10-13;01:00:00 - 01:30:00;GI-20;[GI-20] 277-ETD USURBIL, AP-8-ERRENTERIA,AP-8, GI-20 pk 2,400, GI-20 pk 5,000;Rápido ERRENTERIA,AP-8;0;0;1;0;100;1;0;1;
2025-10-13;01:00:00 - 01:30:00;GI-636;[GI-636] 36-ETD PASAIA-IRUN, GI-636 pk 4,500, GI-636 pk 7,900;Lento IRUN;2;7;0;0;56,11;9;0;9;
2025-10-13;01:00:00 - 01:30:00;GI-636;[GI-636] 36-ETD PASAIA-IRUN, GI-636 pk 4,500, GI-636 pk 7,900;Central IRUN;0;20;8;0;75;25;3;28;
2025-10-13;01:00:00 - 01:30:00;GI-636;[GI-636] 36-ETD PASAIA-IRUN, GI-636 pk 4,500, GI-636 pk 7,900;Lento PASAIA;4;2;0;0;38,33;5;1;6;
2025-10-13;01:00:00 - 01:30:00;GI-636;[GI-636] 36-ETD PASAIA-IRUN, GI-636 pk 4,500, GI-636 pk 7,900;Central PASAIA;0;14;20;0;85,59;30;4;34;
2025-10-13;01:00:00 - 01:30:00;N-I;[N-I] 107-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 426,300, N-I pk 433,300;Central LASARTE-ORIA;0;1;3;2;107,5;5;1;6;
2025-10-13;01:00:00 - 01:30:00;N-I;[N-I] 107-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 426,300, N-I pk 433,300;Lento LASARTE-ORIA;0;17;27;4;90,94;27;21;48;
2025-10-13;01:00:00 - 01:30:00;N-I;[N-I] 107-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 426,300, N-I pk 433,300;Lento VITORIA-GASTEIZ;0;2;58;6;102,58;27;39;66;
2025-10-13;01:00:00 - 01:30:00;N-I;[N-I] 107-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 426,300, N-I pk 433,300;Central VITORIA-GASTEIZ;0;0;4;1;108;3;2;5;
2025-10-13;01:00:00 - 01:30:00;N-634;[N-634] 55-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 29,800, N-634 pk 31,000;Lento SAN SEBASTIÁN;4;6;0;0;49;9;1;10;
2025-10-13;01:00:00 - 01:30:00;N-634;[N-634] 55-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 29,800, N-634 pk 31,000;Lento SANTANDER;2;5;0;0;53,57;7;0;7;
2025-10-13;01:00:00 - 01:30:00;N-I;[N-I] 111-ETD LASARTE-ORIA-VITORIA-GASTEIZ, N-I pk 417,900, N-I pk 426,300;Central VITORIA-GASTEIZ;0;0;15;2;104,71;8;9;17;
2025-10-13;01:00:00 - 01:30:00;N-I;[N-I] 111-ETD LASARTE-ORIA-VITORIA-GASTEIZ, N-I pk 417,900, N-I pk 426,300;Lento LASARTE-ORIA;0;21;32;2;88,09;33;22;55;
2025-10-13;01:00:00 - 01:30:00;GI-627;[GI-627] 127-ETD ARABA-EIBAR, GI-627 pk 39,400, GI-627 pk 44,500;Lento ARABA;0;6;1;0;70;6;1;7;
2025-10-13;01:00:00 - 01:30:00;GI-627;[GI-627] 127-ETD ARABA-EIBAR, GI-627 pk 39,400, GI-627 pk 44,500;Lento EIBAR;0;4;1;0;72;5;0;5;
2025-10-13;01:00:00 - 01:30:00;N-I;[N-I] 111-ETD LASARTE-ORIA-VITORIA-GASTEIZ, N-I pk 417,900, N-I pk 426,300;Lento VITORIA-GASTEIZ;0;6;48;2;97,68;23;33;56;
2025-10-13;01:00:00 - 01:30:00;GI-2130;[GI-2130] 132-ETD NAVARRA-TOLOSA, GI-2130 pk 11,700, GI-2130 pk 16,100;Lento NAVARRA;0;2;0;0;65;2;0;2;
2025-10-13;01:00:00 - 01:30:00;N-634;[N-634] 106-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 58,200, N-634 pk 60,700;Lento SAN SEBASTIÁN;0;11;2;0;70,38;12;1;13;
2025-10-13;01:00:00 - 01:30:00;N-634;[N-634] 106-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 58,200, N-634 pk 60,700;Lento SANTANDER;2;15;0;0;60,29;17;0;17;
2025-10-13;01:00:00 - 01:30:00;GI-627;[GI-627] 89-ETD EIBAR-ARABA, GI-627 pk 37,000, GI-627 pk 39,400;Lento ARABA;0;6;0;0;65;5;1;6;
2025-10-13;01:00:00 - 01:30:00;GI-627;[GI-627] 89-ETD EIBAR-ARABA, GI-627 pk 37,000, GI-627 pk 39,400;Lento EIBAR;1;7;0;0;60;7;1;8;
2025-10-13;01:00:00 - 01:30:00;GI-2630;[GI-2630] 9259-ETD URRETXU-BERGARA, GI-2630 pk 0,200, GI-2630 pk 3,600;Lento BERGARA;0;1;2;0;88,33;3;0;3;
2025-10-13;01:00:00 - 01:30:00;GI-2630;[GI-2630] 9259-ETD URRETXU-BERGARA, GI-2630 pk 0,200, GI-2630 pk 3,600;Lento URRETXU;0;4;3;2;93,33;9;0;9;
2025-10-13;01:00:00 - 01:30:00;GI-636-H;[GI-636-H] 258-ETD HENDAIA-IRUN, GI-636-H pk 0,000, GI-636-H pk 0,500;Lento IRUN;5;5;0;0;45;9;1;10;
2025-10-13;01:00:00 - 01:30:00;GI-636-H;[GI-636-H] 258-ETD HENDAIA-IRUN, GI-636-H pk 0,000, GI-636-H pk 0,500;Central IRUN;3;7;0;0;53;10;0;10;
2025-10-13;01:00:00 - 01:30:00;GI-636-H;[GI-636-H] 258-ETD HENDAIA-IRUN, GI-636-H pk 0,000, GI-636-H pk 0,500;Central HENDAIA;0;0;0;0;0,0;0;0;0;
2025-10-13;01:00:00 - 01:30:00;GI-636-H;[GI-636-H] 258-ETD HENDAIA-IRUN, GI-636-H pk 0,000, GI-636-H pk 0,500;Lento HENDAIA;5;2;0;0;36,43;6;1;7;
2025-10-13;01:00:00 - 01:30:00;GI-2132;[GI-2132] 1-ETD LASARTE-ORIA-ASTIGARRAGA, GI-2132 pk 0,000, GI-2132 pk 1,000;Central LASARTE-ORIA;0;2;1;0;76,67;3;0;3;
2025-10-13;01:00:00 - 01:30:00;GI-2132;[GI-2132] 1-ETD LASARTE-ORIA-ASTIGARRAGA, GI-2132 pk 0,000, GI-2132 pk 1,000;Lento LASARTE-ORIA;0;7;1;0;69,38;8;0;8;
2025-10-13;01:00:00 - 01:30:00;GI-2132;[GI-2132] 1-ETD LASARTE-ORIA-ASTIGARRAGA, GI-2132 pk 0,000, GI-2132 pk 1,000;Lento ASTIGARRAGA;0;12;1;0;67,69;12;1;13;
2025-10-13;01:00:00 - 01:30:00;N-I;[N-I] 100-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 433,300, N-I pk 436,800;Lento LASARTE-ORIA;0;3;44;4;101,08;29;22;51;
2025-10-13;01:00:00 - 01:30:00;N-I;[N-I] 100-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 433,300, N-I pk 436,800;Central LASARTE-ORIA;0;0;2;2;120;4;0;4;
2025-10-13;01:00:00 - 01:30:00;N-I;[N-I] 100-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 433,300, N-I pk 436,800;Lento VITORIA-GASTEIZ;0;10;53;2;95,85;27;38;65;
2025-10-13;01:00:00 - 01:30:00;N-I;[N-I] 100-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 433,300, N-I pk 436,800;Central VITORIA-GASTEIZ;0;0;4;1;108;5;0;5;
2025-10-13;01:00:00 - 01:30:00;A-15;[A-15] 315-ETD SAN SEBASTIÁN-N-I BAZKARDO, A-15 pk 158,700, A-15 pk 162,100;Central N-I BAZKARDO;0;0;5;1;106,67;5;1;6;
2025-10-13;01:00:00 - 01:30:00;A-15;[A-15] 315-ETD SAN SEBASTIÁN-N-I BAZKARDO, A-15 pk 158,700, A-15 pk 162,100;Lento N-I BAZKARDO;0;30;36;3;86,52;30;39;69;
2025-10-13;01:00:00 - 01:30:00;A-15;[A-15] 315-ETD SAN SEBASTIÁN-N-I BAZKARDO, A-15 pk 158,700, A-15 pk 162,100;Central SAN SEBASTIÁN;0;5;34;2;97,68;19;22;41;
2025-10-13;01:00:00 - 01:30:00;A-15;[A-15] 315-ETD SAN SEBASTIÁN-N-I BAZKARDO, A-15 pk 158,700, A-15 pk 162,100;Lento SAN SEBASTIÁN;0;3;12;3;100,83;13;5;18;
2025-10-13;01:00:00 - 01:30:00;N-634;[N-634] 11-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 60,700, N-634 pk 62,000;Lento SAN SEBASTIÁN;1;12;0;0;61,92;13;0;13;
2025-10-13;01:00:00 - 01:30:00;N-634;[N-634] 11-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 60,700, N-634 pk 62,000;Lento SANTANDER;1;17;0;0;62,78;18;0;18;
2025-10-13;01:00:00 - 01:30:00;GI-636;[GI-636] 252-ETD IRUN-PASAIA, GI-636 pk 2,600, GI-636 pk 4,500;Central IRUN;0;13;14;0;83,15;25;2;27;
2025-10-13;01:00:00 - 01:30:00;GI-636;[GI-636] 252-ETD IRUN-PASAIA, GI-636 pk 2,600, GI-636 pk 4,500;Lento IRUN;0;0;0;0;0,0;0;0;0;
2025-10-13;01:00:00 - 01:30:00;GI-636;[GI-636] 252-ETD IRUN-PASAIA, GI-636 pk 2,600, GI-636 pk 4,500;Lento PASAIA;0;28;15;0;77,21;38;5;43;
2025-10-13;01:00:00 - 01:30:00;GI-11;[GI-11] 247-ETD N-I-A LA GI-20, GI-11 pk 0,000, GI-11 pk 2,500;Central A LA GI-20;0;16;16;0;82,5;28;4;32;
2025-10-13;01:00:00 - 01:30:00;GI-11;[GI-11] 247-ETD N-I-A LA GI-20, GI-11 pk 0,000, GI-11 pk 2,500;Rápido A LA GI-20;0;0;2;0;100;2;0;2;
2025-10-13;01:00:00 - 01:30:00;GI-11;[GI-11] 247-ETD N-I-A LA GI-20, GI-11 pk 0,000, GI-11 pk 2,500;Lento N-I;0;5;0;0;65;4;1;5;
2025-10-13;01:00:00 - 01:30:00;GI-11;[GI-11] 247-ETD N-I-A LA GI-20, GI-11 pk 0,000, GI-11 pk 2,500;Central N-I;0;24;10;0;75,29;30;4;34;
2025-10-13;01:00:00 - 01:30:00;GI-11;[GI-11] 247-ETD N-I-A LA GI-20, GI-11 pk 0,000, GI-11 pk 2,500;Lento A LA GI-20;4;11;0;0;54,33;13;2;15;
2025-10-13;01:00:00 - 01:30:00;GI-11;[GI-11] 247-ETD N-I-A LA GI-20, GI-11 pk 0,000, GI-11 pk 2,500;Rápido N-I;0;1;2;0;88,33;3;0;3;
2025-10-13;01:00:00 - 01:30:00;N-634;[N-634] 40-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 22,800, N-634 pk 27,700;Lento SAN SEBASTIÁN;0;4;0;0;65;4;0;4;
2025-10-13;01:00:00 - 01:30:00;N-634;[N-634] 40-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 22,800, N-634 pk 27,700;Lento SANTANDER;0;3;2;0;79;5;0;5;
2025-10-13;01:00:00 - 01:30:00;N-I;[N-I] 12-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 436,800, N-I pk 444,700;Lento LASARTE-ORIA;0;12;44;7;97,78;41;22;63;
2025-10-13;01:00:00 - 01:30:00;N-I;[N-I] 12-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 436,800, N-I pk 444,700;Central LASARTE-ORIA;0;0;3;0;100;3;0;3;
2025-10-13;01:00:00 - 01:30:00;N-I;[N-I] 12-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 436,800, N-I pk 444,700;Lento VITORIA-GASTEIZ;0;5;53;1;97,71;24;35;59;
2025-10-13;01:00:00 - 01:30:00;N-I;[N-I] 12-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 436,800, N-I pk 444,700;Central VITORIA-GASTEIZ;0;1;9;2;103,75;11;1;12;
2025-10-13;01:00:00 - 01:30:00;GI-2132;[GI-2132] 119-ETD ASTIGARRAGA-LASARTE-ORIA, GI-2132 pk 2,500, GI-2132 pk 5,200;Lento ASTIGARRAGA;0;3;0;0;65;3;0;3;
2025-10-13;01:00:00 - 01:30:00;GI-2132;[GI-2132] 119-ETD ASTIGARRAGA-LASARTE-ORIA, GI-2132 pk 2,500, GI-2132 pk 5,200;Lento LASARTE-ORIA;0;11;3;0;72,5;14;0;14;
2025-10-13;01:00:00 - 01:30:00;AP-636;[AP-636] 170-ETD BEASAIN-BERGARA, AP-636 pk 2,800, AP-636 pk 5,000;Lento BEASAIN;0;0;13;4;109,41;15;2;17;
2025-10-13;01:00:00 - 01:30:00;AP-636;[AP-636] 170-ETD BEASAIN-BERGARA, AP-636 pk 2,800, AP-636 pk 5,000;Lento BERGARA;0;0;10;1;103,64;9;2;11;
2025-10-13;01:00:00 - 01:30:00;AP-636;[AP-636] 170-ETD BEASAIN-BERGARA, AP-636 pk 2,800, AP-636 pk 5,000;Central BERGARA;0;0;1;2;126,67;3;0;3;
2025-10-13;01:00:00 - 01:30:00;GI-627;[GI-627] 9211-ETD ARABA-EIBAR, GI-627 pk 51,400, GI-627 pk 56,300;Lento EIBAR;0;0;1;0;100;1;0;1;
2025-10-13;01:00:00 - 01:30:00;N-I;[N-I] 96-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 444,700, N-I pk 447,700;Lento LASARTE-ORIA;0;21;39;0;87,75;39;21;60;
2025-10-13;01:00:00 - 01:30:00;N-I;[N-I] 96-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 444,700, N-I pk 447,700;Lento VITORIA-GASTEIZ;0;4;52;2;98,97;26;32;58;
2025-10-13;01:00:00 - 01:30:00;N-I;[N-I] 96-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 444,700, N-I pk 447,700;Central VITORIA-GASTEIZ;0;0;3;0;100;2;1;3;
2025-10-13;01:00:00 - 01:30:00;N-I;[N-I] 96-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 444,700, N-I pk 447,700;Central LASARTE-ORIA;0;1;13;1;100,33;12;3;15;
2025-10-13;01:00:00 - 01:30:00;A-15;[A-15] 134-ETD NAVARRA-ANDOAIN, A-15 pk 139,800, A-15 pk 156,700;Lento ANDOAIN;0;11;1;0;67,92;8;4;12;
2025-10-13;01:00:00 - 01:30:00;A-15;[A-15] 134-ETD NAVARRA-ANDOAIN, A-15 pk 139,800, A-15 pk 156,700;Lento NAVARRA;18;5;0;0;33,7;16;7;23;
2025-10-13;01:00:00 - 01:30:00;GI-2132;[GI-2132] 9101-ETD LASARTE-ORIA-ASTIGARRAGA, GI-2132 pk 0,000, GI-2132 pk 0,500;Lento ASTIGARRAGA;0;6;3;0;76,67;9;0;9;
2025-10-13;01:00:00 - 01:30:00;GI-2132;[GI-2132] 9101-ETD LASARTE-ORIA-ASTIGARRAGA, GI-2132 pk 0,000, GI-2132 pk 0,500;Central LASARTE-ORIA;0;4;0;0;65;4;0;4;
2025-10-13;01:00:00 - 01:30:00;N-I;[N-I] 33-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 447,700, N-I pk 453,400;Central VITORIA-GASTEIZ;0;0;1;0;100;1;0;1;
2025-10-13;01:00:00 - 01:30:00;N-I;[N-I] 33-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 447,700, N-I pk 453,400;Lento VITORIA-GASTEIZ;0;9;13;0;85,68;16;6;22;
2025-10-13;01:00:00 - 01:30:00;N-I;[N-I] 33-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 447,700, N-I pk 453,400;Central LASARTE-ORIA;0;0;1;0;100;1;0;1;
2025-10-13;01:00:00 - 01:30:00;N-I;[N-I] 33-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 447,700, N-I pk 453,400;Lento LASARTE-ORIA;0;11;29;0;90,38;27;13;40;
2025-10-13;01:00:00 - 01:30:00;N-634;[N-634] 317-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 62,000, N-634 pk 65,900;Lento SAN SEBASTIÁN;0;3;2;0;79;5;0;5;
2025-10-13;01:00:00 - 01:30:00;N-634;[N-634] 317-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 62,000, N-634 pk 65,900;Central SANTANDER;0;0;1;0;100;1;0;1;
2025-10-13;01:00:00 - 01:30:00;N-634;[N-634] 317-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 62,000, N-634 pk 65,900;Lento SANTANDER;0;6;4;0;79;10;0;10;
2025-10-13;01:00:00 - 01:30:00;AP-8;[AP-8] 257-ETD FRANCIA-BILBAO, AP-8 pk 0,000, AP-8 pk 0,500;Lento FRANCIA;7;50;3;0;62,08;17;43;60;
2025-10-13;01:00:00 - 01:30:00;AP-8;[AP-8] 257-ETD FRANCIA-BILBAO, AP-8 pk 0,000, AP-8 pk 0,500;Central BILBAO;0;1;5;0;94,17;6;0;6;
2025-10-13;01:00:00 - 01:30:00;AP-8;[AP-8] 257-ETD FRANCIA-BILBAO, AP-8 pk 0,000, AP-8 pk 0,500;Lento BILBAO;1;59;29;0;75,96;33;56;89;
2025-10-13;01:00:00 - 01:30:00;AP-8;[AP-8] 257-ETD FRANCIA-BILBAO, AP-8 pk 0,000, AP-8 pk 0,500;Central FRANCIA;0;5;3;0;78,13;7;1;8;
2025-10-13;01:00:00 - 01:30:00;N-I;[N-I] 30-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 405,500, N-I pk 412,500;Lento LASARTE-ORIA;5;16;12;0;71,67;15;18;33;
2025-10-13;01:00:00 - 01:30:00;N-I;[N-I] 30-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 405,500, N-I pk 412,500;Central LASARTE-ORIA;0;1;5;0;94,17;5;1;6;
2025-10-13;01:00:00 - 01:30:00;N-I;[N-I] 30-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 405,500, N-I pk 412,500;Central VITORIA-GASTEIZ;0;0;8;2;108;7;3;10;
2025-10-13;01:00:00 - 01:30:00;N-I;[N-I] 30-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 405,500, N-I pk 412,500;Lento VITORIA-GASTEIZ;0;16;41;2;91,86;22;37;59;
2025-10-13;01:00:00 - 01:30:00;GI-2634;[GI-2634] 131-ETD TOLOSA-ELGOIBAR, GI-2634 pk 28,800, GI-2634 pk 38,800;Lento TOLOSA;3;2;4;0;67,22;8;1;9;
2025-10-13;01:00:00 - 01:30:00;GI-2634;[GI-2634] 131-ETD TOLOSA-ELGOIBAR, GI-2634 pk 28,800, GI-2634 pk 38,800;Lento ELGOIBAR;0;2;5;0;90;6;1;7;
2025-10-13;01:30:00 - 02:00:00;GI-2120;[GI-2120] 97-ETD NAVARRA-BEASAIN, GI-2120 pk 60,900, GI-2120 pk 63,400;Lento NAVARRA;0;1;0;0;65;1;0;1;
2025-10-13;01:30:00 - 02:00:00;GI-2120;[GI-2120] 97-ETD NAVARRA-BEASAIN, GI-2120 pk 60,900, GI-2120 pk 63,400;Lento BEASAIN;0;3;0;0;65;2;1;3;
2025-10-13;01:30:00 - 02:00:00;GI-20;[GI-20] 116-ETD ERRENTERIA AP-8-USURBIL, AP-8, GI-20 pk 9,800, GI-20 pk 10,900;Central USURBIL, AP-8;0;12;39;1;92,69;45;7;52;
2025-10-13;01:30:00 - 02:00:00;GI-20;[GI-20] 116-ETD ERRENTERIA AP-8-USURBIL, AP-8, GI-20 pk 9,800, GI-20 pk 10,900;Lento USURBIL, AP-8;1;11;11;1;82,5;22;2;24;
2025-10-13;01:30:00 - 02:00:00;GI-20;[GI-20] 116-ETD ERRENTERIA AP-8-USURBIL, AP-8, GI-20 pk 9,800, GI-20 pk 10,900;Lento ERRENTERIA AP-8;4;12;0;0;55;13;3;16;
2025-10-13;01:30:00 - 02:00:00;GI-20;[GI-20] 116-ETD ERRENTERIA AP-8-USURBIL, AP-8, GI-20 pk 9,800, GI-20 pk 10,900;Rápido USURBIL, AP-8;0;1;6;1;100,63;8;0;8;
2025-10-13;01:30:00 - 02:00:00;GI-20;[GI-20] 116-ETD ERRENTERIA AP-8-USURBIL, AP-8, GI-20 pk 9,800, GI-20 pk 10,900;Rápido ERRENTERIA AP-8;0;5;0;0;65;5;0;5;
2025-10-13;01:30:00 - 02:00:00;GI-20;[GI-20] 116-ETD ERRENTERIA AP-8-USURBIL, AP-8, GI-20 pk 9,800, GI-20 pk 10,900;Central ERRENTERIA AP-8;3;48;1;0;63,37;45;7;52;
2025-10-13;01:30:00 - 02:00:00;GI-40;[GI-40] 287-ETD ROTONDA GARBERA-A LA GI-41, GI-40 pk 0,000, GI-40 pk 1,900;Lento A LA GI-41;1;23;4;0;68,57;25;3;28;
2025-10-13;01:30:00 - 02:00:00;GI-40;[GI-40] 287-ETD ROTONDA GARBERA-A LA GI-41, GI-40 pk 0,000, GI-40 pk 1,900;Lento ROTONDA GARBERA;0;23;4;0;70,19;25;2;27;
2025-10-13;01:30:00 - 02:00:00;GI-40;[GI-40] 287-ETD ROTONDA GARBERA-A LA GI-41, GI-40 pk 0,000, GI-40 pk 1,900;Central ROTONDA GARBERA;0;1;0;0;65;0;1;1;
2025-10-13;01:30:00 - 02:00:00;GI-40;[GI-40] 287-ETD ROTONDA GARBERA-A LA GI-41, GI-40 pk 0,000, GI-40 pk 1,900;Central A LA GI-41;0;3;2;0;79;5;0;5;
2025-10-13;01:30:00 - 02:00:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Lento ERRENTERIA AP-8;0;7;1;0;69,38;6;2;8;
2025-10-13;01:30:00 - 02:00:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Central ERRENTERIA AP-8;0;6;17;1;92,92;21;3;24;
2025-10-13;01:30:00 - 02:00:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Lento USURBIL, AP-8;6;12;0;0;51,67;15;3;18;
2025-10-13;01:30:00 - 02:00:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Central USURBIL, AP-8;0;6;26;0;93,44;29;3;32;
2025-10-13;01:30:00 - 02:00:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Rápido USURBIL, AP-8;0;0;12;0;100;11;1;12;
2025-10-13;01:30:00 - 02:00:00;GI-636;[GI-636] 102-ETD PASAIA-PTE. BEHOBIA, GI-636 pk 15,300, GI-636 pk 17,000;Lento PASAIA;11;16;1;0;50,54;26;2;28;
